state,zipcode,taxRegionName,stateRate,estimatedCombinedRate,estimatedCountyRate,estimatedCityRate,estimatedSpecialRate,riskLevel
MI,48023,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48025,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48026,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48027,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48028,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48030,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48032,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48033,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48034,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48035,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48036,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48037,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48038,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48039,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48040,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48041,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48042,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48043,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48044,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48045,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48046,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48047,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48048,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48049,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48050,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48051,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48054,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48059,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48060,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48061,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48062,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48063,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48064,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48065,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48066,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48067,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48068,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48069,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48070,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48071,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48072,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48073,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48074,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48075,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48076,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48079,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48080,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48081,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48082,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48083,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48084,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48085,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48086,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48088,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48089,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48090,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48091,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48092,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48093,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48094,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48095,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48096,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48097,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48098,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48099,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48101,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48103,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48104,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48105,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48106,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48107,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48108,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48109,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48110,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48111,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48112,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48113,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48114,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48115,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48116,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48117,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48118,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48120,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48121,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48122,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48123,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48124,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48125,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48126,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48127,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48128,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48130,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48131,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48133,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48134,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48135,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48136,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48137,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48138,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48139,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48140,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48141,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48143,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48144,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48145,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48146,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48150,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48151,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48152,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48153,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48154,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48157,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48158,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48159,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48160,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48161,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48162,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48164,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48165,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48166,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48167,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48168,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48169,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48170,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48173,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48174,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48175,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48176,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48177,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48178,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48179,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48180,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48182,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48183,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48184,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48185,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48186,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48187,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48188,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48189,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48190,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48191,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48192,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48193,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48195,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48197,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48198,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48201,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48202,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48203,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48204,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48205,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48206,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48207,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48208,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48209,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48210,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48211,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48212,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48213,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48214,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48215,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48216,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48217,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48218,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48219,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48220,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48221,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48222,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48223,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48224,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48225,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48226,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48227,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48228,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48229,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48230,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48231,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48232,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48233,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48234,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48235,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48236,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48237,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48238,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48239,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48240,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48242,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48243,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48244,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48255,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48260,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48264,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48265,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48266,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48267,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48268,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48269,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48272,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48275,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48277,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48278,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48279,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48288,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48301,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48302,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48303,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48304,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48306,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48307,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48308,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48309,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48310,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48311,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48312,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48313,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48314,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48315,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48316,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48317,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48318,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48320,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48321,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48322,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48323,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48324,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48325,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48326,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48327,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48328,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48329,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48330,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48331,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48332,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48333,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48334,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48335,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48336,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48340,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48341,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48342,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48343,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48346,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48347,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48348,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48350,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48353,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48356,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48357,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48359,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48360,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48361,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48362,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48363,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48366,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48367,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48370,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48371,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48374,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48375,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48376,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48377,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48380,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48381,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48382,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48383,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48386,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48387,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48390,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48393,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48397,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48401,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48410,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48411,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48412,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48413,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48414,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48415,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48416,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48417,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48418,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48419,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48420,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48421,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48422,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48423,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48426,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48427,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48428,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48429,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48430,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48432,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48433,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48434,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48435,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48436,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48437,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48438,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48439,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48440,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48441,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48442,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48444,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48445,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48446,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48449,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48450,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48451,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48453,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48454,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48455,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48456,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48457,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48458,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48460,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48461,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48462,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48463,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48464,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48465,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48466,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48467,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48468,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48469,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48470,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48471,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48472,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48473,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48475,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48476,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48480,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48501,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48502,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48503,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48504,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48505,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48506,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48507,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48509,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48519,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48529,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48531,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48532,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48550,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48551,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48552,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48553,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48554,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48555,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48556,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48557,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48601,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48602,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48603,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48604,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48605,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48606,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48607,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48608,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48609,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48610,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48611,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48612,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48613,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48614,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48615,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48616,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48617,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48618,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48619,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48620,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48621,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48622,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48623,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48624,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48625,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48626,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48627,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48628,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48629,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48630,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48631,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48632,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48633,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48634,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48635,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48636,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48637,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48638,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48640,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48641,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48642,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48647,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48649,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48650,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48651,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48652,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48653,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48654,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48655,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48656,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48657,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48658,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48659,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48661,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48662,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48663,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48667,"MICHIGAN STATE",0.06,0.06,0,0,0,0
MI,48670,"MICHIGAN STATE",0.06,0.06,0,0,0,0
